State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Lime,Lime,FAQ,01-08-2023,1800,2200,2000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mango,Neelam,FAQ,01-08-2023,2000,6000,4000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,01-08-2023,3500,5500,4500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,FAQ,01-08-2023,1000,2500,1800
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,FAQ,01-08-2023,14000,16000,15000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,FAQ,01-08-2023,1500,3500,2500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,01-08-2023,10000,14000,12000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,FAQ,01-08-2023,1000,1200,1100
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01-08-2023,2700,3000,2900
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,FAQ,01-08-2023,2100,2500,2300
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,FAQ,01-08-2023,2800,3200,3000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Suvarna Gadde,Suvarnagadde,FAQ,01-08-2023,2200,2400,2300
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,FAQ,01-08-2023,2100,2500,2300
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,FAQ,01-08-2023,800,1000,900
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,FAQ,01-08-2023,1800,2200,2000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,01-08-2023,11000,14000,13000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,FAQ,01-08-2023,1000,2000,1500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,FAQ,01-08-2023,1200,1400,1300
Karnataka,Bangalore,Channapatana,Banana,Elakki Bale,FAQ,01-08-2023,4000,7000,6300
Karnataka,Bangalore,Channapatana,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,2300,2700,2500
Karnataka,Bangalore,Channapatana,Brinjal,Brinjal,FAQ,01-08-2023,1700,2100,1900
Karnataka,Bangalore,Channapatana,Coconut,Grade-I,FAQ,01-08-2023,8000,12500,10000
Karnataka,Bangalore,Channapatana,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,200,400,300
Karnataka,Bangalore,Channapatana,Green Chilli,Green Chilly,FAQ,01-08-2023,7000,8000,7500
Karnataka,Bangalore,Channapatana,Tomato,Tomato,FAQ,01-08-2023,7500,11500,10000
Karnataka,Bangalore,Doddaballa Pur,Banana - Green,Banana - Green,FAQ,01-08-2023,4000,5000,4500
Karnataka,Bangalore,Doddaballa Pur,Beans,Beans (Whole),FAQ,01-08-2023,3000,4000,3500
Karnataka,Bangalore,Doddaballa Pur,Beetroot,Beetroot,FAQ,01-08-2023,2400,3000,2700
Karnataka,Bangalore,Doddaballa Pur,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,2400,3000,2700
Karnataka,Bangalore,Doddaballa Pur,Bitter gourd,Bitter Gourd,FAQ,01-08-2023,3400,4000,3700
Karnataka,Bangalore,Doddaballa Pur,Brinjal,Brinjal,FAQ,01-08-2023,2000,3000,2500
Karnataka,Bangalore,Doddaballa Pur,Capsicum,Capsicum,FAQ,01-08-2023,4000,5000,4500
Karnataka,Bangalore,Doddaballa Pur,Carrot,Other,FAQ,01-08-2023,2000,3000,2500
Karnataka,Bangalore,Doddaballa Pur,Cauliflower,Cauliflower,FAQ,01-08-2023,1000,2000,1500
Karnataka,Bangalore,Doddaballa Pur,Chapparad Avare,Chapparada Avarekai,FAQ,01-08-2023,2500,3500,3000
Karnataka,Bangalore,Doddaballa Pur,Coconut,Grade-I,FAQ,01-08-2023,9000,16000,12500
Karnataka,Bangalore,Doddaballa Pur,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,400,500,450
Karnataka,Bangalore,Doddaballa Pur,Garlic,Other,FAQ,01-08-2023,10000,15000,13000
Karnataka,Bangalore,Doddaballa Pur,Green Chilli,Green Chilly,FAQ,01-08-2023,5000,6000,5500
Karnataka,Bangalore,Doddaballa Pur,Knool Khol,Knool Khol,FAQ,01-08-2023,2000,3000,2500
Karnataka,Bangalore,Doddaballa Pur,Onion,Onion,FAQ,01-08-2023,1500,2500,2000
Karnataka,Bangalore,Doddaballa Pur,Potato,Local,FAQ,01-08-2023,1500,2500,2000
Karnataka,Bangalore,Doddaballa Pur,Raddish,Raddish,FAQ,01-08-2023,1500,2000,1700
Karnataka,Bangalore,Doddaballa Pur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01-08-2023,1500,2000,1700
Karnataka,Bangalore,Doddaballa Pur,Tomato,Tomato,FAQ,01-08-2023,7000,8000,7500
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,FAQ,01-08-2023,3000,3500,3200
Karnataka,Bangalore,Ramanagara,Beans,Beans (Whole),FAQ,01-08-2023,3000,4400,4000
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,01-08-2023,2000,2400,2200
Karnataka,Bangalore,Ramanagara,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,2400,3500,3000
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,FAQ,01-08-2023,3000,3500,3300
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,FAQ,01-08-2023,2800,4000,3500
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,01-08-2023,1000,1300,1200
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,FAQ,01-08-2023,5000,6000,5500
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,01-08-2023,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,500,700,600
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,01-08-2023,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Ginger(Green),Green Ginger,FAQ,01-08-2023,1200,16800,15000
Karnataka,Bangalore,Ramanagara,Green Avare (W),Green Avare (W),FAQ,01-08-2023,3000,3200,3100
Karnataka,Bangalore,Ramanagara,Green Chilli,Green Chilly,FAQ,01-08-2023,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Knool Khol,Knool Khol,FAQ,01-08-2023,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,FAQ,01-08-2023,800,1600,1200
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01-08-2023,1800,2400,2000
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,FAQ,01-08-2023,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,FAQ,01-08-2023,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,01-08-2023,10000,12000,11000
Karnataka,Belgaum,Belgaum,Cabbage,Cabbage,FAQ,01-08-2023,2500,3000,2800
Karnataka,Belgaum,Belgaum,Capsicum,Capsicum,FAQ,01-08-2023,4500,5000,4700
Karnataka,Belgaum,Belgaum,Cauliflower,Local,FAQ,01-08-2023,3000,3500,3300
Karnataka,Belgaum,Belgaum,Green Chilli,Green Chilly,FAQ,01-08-2023,10000,11500,11000
Karnataka,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,01-08-2023,900,1800,1600
Karnataka,Belgaum,Belgaum,Potato,Local,FAQ,01-08-2023,1500,2200,1800
Karnataka,Belgaum,Belgaum,Tomato,Tomato,FAQ,01-08-2023,5000,10000,8000
Karnataka,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,01-08-2023,2426,2717,2610
Karnataka,Bellary,Bellary,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,01-08-2023,4409,4409,4409
Karnataka,Bellary,Bellary,Foxtail Millet(Navane),Navane Hybrid,FAQ,01-08-2023,5021,5021,5021
Karnataka,Bellary,Bellary,Jowar(Sorghum),Local,FAQ,01-08-2023,2301,3372,2712
Karnataka,Bellary,Bellary,Maize,Local,FAQ,01-08-2023,2386,2386,2386
Karnataka,Bellary,Bellary,Sunflower,Sunflower,FAQ,01-08-2023,2810,4949,4537
Karnataka,Bellary,Hospet,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,1800,2000,2000
Karnataka,Bellary,Hospet,Bunch Beans,Bunch Beans,Medium,01-08-2023,2000,2000,2000
Karnataka,Bellary,Hospet,Cabbage,Cabbage,FAQ,01-08-2023,600,800,700
Karnataka,Bellary,Hospet,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,1500,2000,1500
Karnataka,Bellary,Hospet,Garlic,Garlic,FAQ,01-08-2023,4000,4400,4200
Karnataka,Bellary,Hospet,Ginger(Green),Green Ginger,FAQ,01-08-2023,3800,4400,4200
Karnataka,Bellary,Hospet,Green Chilli,Green Chilly,FAQ,01-08-2023,2000,3000,3000
Karnataka,Bellary,Hospet,Gur(Jaggery),Achhu,Medium,01-08-2023,4150,4150,4150
Karnataka,Bellary,Hospet,Onion,Local,FAQ,01-08-2023,800,1600,1000
Karnataka,Bellary,Hospet,Potato,Potato,Medium,01-08-2023,1600,1600,1600
Karnataka,Bellary,Hospet,Ridgeguard(Tori),Ridgeguard(Tori),Medium,01-08-2023,2000,2000,2000
Karnataka,Bellary,Hospet,Tomato,Tomato,FAQ,01-08-2023,6000,7000,7000
Karnataka,Bellary,Kottur,Groundnut,Natte,FAQ,01-08-2023,4680,9029,7845
Karnataka,Bellary,Kottur,Sunflower,Hybrid,FAQ,01-08-2023,3556,4452,4305
Karnataka,Bidar,Basava Kalayana,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,01-08-2023,9800,10150,10050
Karnataka,Bidar,Basava Kalayana,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,01-08-2023,5000,5000,5000
Karnataka,Bidar,Basava Kalayana,Jowar(Sorghum),Jowar ( White),FAQ,01-08-2023,3680,3680,3680
Karnataka,Bidar,Basava Kalayana,Safflower,Safflower,FAQ,01-08-2023,4050,4050,4050
Karnataka,Bidar,Basava Kalayana,Wheat,Medium,FAQ,01-08-2023,2631,2941,2800
Karnataka,Bidar,Basava Kalayana,Wheat,Mexican,FAQ,01-08-2023,2300,2300,2300
Karnataka,Bidar,Bidar,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,01-08-2023,7525,10382,9999
Karnataka,Bidar,Bidar,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,01-08-2023,4265,5221,5019
Karnataka,Bidar,Bidar,Jowar(Sorghum),Jowar ( White),FAQ,01-08-2023,3200,5000,4000
Karnataka,Bidar,Bidar,Rice,Broken Rice,FAQ,01-08-2023,2600,2950,2800
Karnataka,Bidar,Bidar,Rice,CR 1009 (Coarse) Boiled,FAQ,01-08-2023,4400,6000,5000
Karnataka,Bidar,Bidar,Soyabean,Soyabeen,FAQ,01-08-2023,4700,5100,4850
Karnataka,Bidar,Bidar,Wheat,Red,FAQ,01-08-2023,2300,3300,3000
Karnataka,Bijapur,Bijapur,Cotton,LH-1556,FAQ,01-08-2023,3004,7661,7236
Karnataka,Bijapur,Bijapur,Dry Grapes,Dry Grapes,FAQ,01-08-2023,1000,18500,10300
Karnataka,Chamrajnagar,Chamaraj Nagar,Beans,Beans (Whole),FAQ,01-08-2023,1500,2500,2000
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,01-08-2023,1000,1800,1400
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Other,FAQ,01-08-2023,400,700,550
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Round/Long,FAQ,01-08-2023,500,900,700
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,FAQ,01-08-2023,600,1200,900
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,FAQ,01-08-2023,2200,2600,2400
Karnataka,Chamrajnagar,Chamaraj Nagar,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,400,800,600
Karnataka,Chamrajnagar,Chamaraj Nagar,Green Chilli,Green Chilly,FAQ,01-08-2023,3000,4500,3800
Karnataka,Chamrajnagar,Chamaraj Nagar,Knool Khol,Knool Khol,FAQ,01-08-2023,2000,2500,2300
Karnataka,Chamrajnagar,Chamaraj Nagar,Raddish,Raddish,FAQ,01-08-2023,1000,1500,1300
Karnataka,Chamrajnagar,Chamaraj Nagar,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01-08-2023,1600,2500,2100
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,FAQ,01-08-2023,2500,8500,7500
Karnataka,Chamrajnagar,Gundlupet,Beans,Beans (Whole),FAQ,01-08-2023,5720,5720,5720
Karnataka,Chamrajnagar,Gundlupet,Green Chilli,Green Chilly,FAQ,01-08-2023,3605,3605,3605
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,FAQ,01-08-2023,9920,10000,9920
Karnataka,Chikmagalur,Bagepalli,Beans,Beans (Whole),FAQ,01-08-2023,2000,2500,2300
Karnataka,Chikmagalur,Bagepalli,Beetroot,Beetroot,FAQ,01-08-2023,1200,1500,1350
Karnataka,Chikmagalur,Bagepalli,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,1800,2600,2300
Karnataka,Chikmagalur,Bagepalli,Cabbage,Cabbage,FAQ,01-08-2023,800,1200,1000
Karnataka,Chikmagalur,Bagepalli,Capsicum,Capsicum,FAQ,01-08-2023,1500,2000,1750
Karnataka,Chikmagalur,Bagepalli,Carrot,Carrot,FAQ,01-08-2023,2000,2500,2200
Karnataka,Chikmagalur,Bagepalli,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,250,400,300
Karnataka,Chikmagalur,Bagepalli,Green Chilli,Green Chilly,FAQ,01-08-2023,4600,6000,5400
Karnataka,Chikmagalur,Bagepalli,Tomato,Tomato,FAQ,01-08-2023,850,2200,1500
Karnataka,Chikmagalur,Chikkamagalore,Beans,Beans (Whole),FAQ,01-08-2023,3800,4200,4000
Karnataka,Chikmagalur,Chikkamagalore,Green Chilli,Green Chilly,FAQ,01-08-2023,4488,4488,4488
Karnataka,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,01-08-2023,10418,11475,11275
Karnataka,Chitradurga,Chitradurga,Cotton,Varalakshmi  (Ginned),FAQ,01-08-2023,1501,9060,7143
Karnataka,Davangere,Channagiri,Arecanut(Betelnut/Supari),Rashi,FAQ,01-08-2023,52512,56012,54185
Karnataka,Davangere,Channagiri,Black pepper,Malabar,FAQ,01-08-2023,40639,46239,44399
Karnataka,Davangere,Davangere,Apple,Apple,FAQ,01-08-2023,8500,9000,8800
Karnataka,Davangere,Davangere,Banana,Elakki Bale,FAQ,01-08-2023,4500,5000,4700
Karnataka,Davangere,Davangere,Banana,Pachha Bale,FAQ,01-08-2023,2500,3000,2700
Karnataka,Davangere,Davangere,Beans,Beans (Whole),FAQ,01-08-2023,5000,6000,5500
Karnataka,Davangere,Davangere,Beetroot,Beetroot,FAQ,01-08-2023,1500,2000,1800
Karnataka,Davangere,Davangere,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,3000,3500,3200
Karnataka,Davangere,Davangere,Bitter gourd,Bitter Gourd,FAQ,01-08-2023,2800,3200,3000
Karnataka,Davangere,Davangere,Bottle gourd,Bottle Gourd,FAQ,01-08-2023,800,1200,1000
Karnataka,Davangere,Davangere,Brinjal,Round/Long,FAQ,01-08-2023,1600,2000,1800
Karnataka,Davangere,Davangere,Bunch Beans,Bunch Beans,FAQ,01-08-2023,2600,3000,2800
Karnataka,Davangere,Davangere,Cabbage,Cabbage,FAQ,01-08-2023,500,700,500
Karnataka,Davangere,Davangere,Capsicum,Capsicum,FAQ,01-08-2023,6000,6500,6200
Karnataka,Davangere,Davangere,Carrot,Carrot,FAQ,01-08-2023,2800,3200,3000
Karnataka,Davangere,Davangere,Cauliflower,Cauliflower,FAQ,01-08-2023,1000,1500,1200
Karnataka,Davangere,Davangere,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,2500,3000,2800
Karnataka,Davangere,Davangere,Drumstick,Drumstick,FAQ,01-08-2023,2500,3000,2800
Karnataka,Davangere,Davangere,Green Avare (W),Green Avare (W),FAQ,01-08-2023,2600,3000,2800
Karnataka,Davangere,Davangere,Green Chilli,Green Chilly,FAQ,01-08-2023,3800,4200,4000
Karnataka,Davangere,Davangere,Karbuja(Musk Melon),Karbhuja,FAQ,01-08-2023,1500,2000,1800
Karnataka,Davangere,Davangere,Knool Khol,Knool Khol,FAQ,01-08-2023,2500,3000,2800
Karnataka,Davangere,Davangere,Lime,Lime,FAQ,01-08-2023,1500,2000,1700
Karnataka,Davangere,Davangere,Mousambi(Sweet Lime),Mousambi,FAQ,01-08-2023,2800,3500,3200
Karnataka,Davangere,Davangere,Onion,Onion,FAQ,01-08-2023,300,1950,1200
Karnataka,Davangere,Davangere,Papaya,Papaya,FAQ,01-08-2023,1000,2000,1500
Karnataka,Davangere,Davangere,Pineapple,Pine Apple,FAQ,01-08-2023,1500,2000,1800
Karnataka,Davangere,Davangere,Pomegranate,Pomogranate,FAQ,01-08-2023,3000,4000,3500
Karnataka,Davangere,Davangere,Potato,Potato,FAQ,01-08-2023,1500,1800,1600
Karnataka,Davangere,Davangere,Raddish,Raddish,FAQ,01-08-2023,1200,1600,1400
Karnataka,Davangere,Davangere,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01-08-2023,2800,3200,3000
Karnataka,Davangere,Davangere,Seemebadnekai,Seemebadanekai,FAQ,01-08-2023,2000,2500,2200
Karnataka,Davangere,Davangere,Suvarna Gadde,Suvarnagadde,FAQ,01-08-2023,3000,3500,3200
Karnataka,Davangere,Davangere,Sweet Potato,Sweet Potato,FAQ,01-08-2023,1200,1500,1300
Karnataka,Davangere,Davangere,Sweet Pumpkin,Sweet Pumpkin,FAQ,01-08-2023,1000,1500,1200
Karnataka,Davangere,Davangere,Thondekai,Thondekai,FAQ,01-08-2023,3000,3500,3200
Karnataka,Davangere,Davangere,Tomato,Tomato,FAQ,01-08-2023,6000,8000,7500
Karnataka,Dharwad,Hubli (Amaragol),Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,01-08-2023,4069,6209,4746
Karnataka,Dharwad,Hubli (Amaragol),Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,01-08-2023,6511,6511,6511
Karnataka,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,01-08-2023,2110,6500,5893
Karnataka,Dharwad,Hubli (Amaragol),Jowar(Sorghum),Jowar ( White),FAQ,01-08-2023,4426,4672,4527
Karnataka,Dharwad,Hubli (Amaragol),Maize,Local,FAQ,01-08-2023,2000,2216,2109
Karnataka,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,01-08-2023,500,2100,1050
Karnataka,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,01-08-2023,400,1750,840
Karnataka,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,01-08-2023,1500,1700,1600
Karnataka,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,01-08-2023,2500,4989,4735
Karnataka,Gadag,Laxmeshwar,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,01-08-2023,4650,4650,4650
Karnataka,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,01-08-2023,5489,6319,5904
Karnataka,Gadag,Laxmeshwar,Groundnut,Gejje,FAQ,01-08-2023,5696,5806,5708
Karnataka,Gulbarga,Gulbarga,Apple,Apple,FAQ,01-08-2023,8000,13000,10500
Karnataka,Gulbarga,Gulbarga,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,01-08-2023,9421,10319,10021
Karnataka,Gulbarga,Gulbarga,Beans,Beans (Whole),FAQ,01-08-2023,2000,5000,3500
Karnataka,Gulbarga,Gulbarga,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,01-08-2023,5252,5252,5252
Karnataka,Gulbarga,Gulbarga,Bhindi(Ladies Finger),Bhindi,FAQ,01-08-2023,3000,5000,4000
Karnataka,Gulbarga,Gulbarga,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,01-08-2023,6200,7200,6800
Karnataka,Gulbarga,Gulbarga,Brinjal,Brinjal,FAQ,01-08-2023,1000,1500,1250
Karnataka,Gulbarga,Gulbarga,Capsicum,Capsicum,FAQ,01-08-2023,4000,6000,5000
Karnataka,Gulbarga,Gulbarga,Green Chilli,Green Chilly,FAQ,01-08-2023,6000,7000,6500
Karnataka,Gulbarga,Gulbarga,Green Gram (Moong)(Whole),Green (Whole),FAQ,01-08-2023,6800,8000,7300
Karnataka,Gulbarga,Gulbarga,Guava,Guava,FAQ,01-08-2023,800,1500,1150
Karnataka,Gulbarga,Gulbarga,Gur(Jaggery),Other,FAQ,01-08-2023,2300,3600,3000
Karnataka,Gulbarga,Gulbarga,Jowar(Sorghum),Jowar ( White),FAQ,01-08-2023,3600,5500,4500
Karnataka,Gulbarga,Gulbarga,Lime,Lime,FAQ,01-08-2023,1000,1400,1200
Karnataka,Gulbarga,Gulbarga,Onion,Onion,FAQ,01-08-2023,1000,2000,1500
Karnataka,Gulbarga,Gulbarga,Orange,Orange,FAQ,01-08-2023,6000,7000,6500
Karnataka,Gulbarga,Gulbarga,Papaya,Papaya,FAQ,01-08-2023,1000,1500,1250
Karnataka,Gulbarga,Gulbarga,Pineapple,Pine Apple,FAQ,01-08-2023,30,50,40
Karnataka,Gulbarga,Gulbarga,Pomegranate,Pomogranate,FAQ,01-08-2023,2000,5000,3500
Karnataka,Gulbarga,Gulbarga,Potato,Potato,FAQ,01-08-2023,1600,1800,1700
Karnataka,Gulbarga,Gulbarga,Rice,Broken Rice,FAQ,01-08-2023,2000,3000,2550
Karnataka,Gulbarga,Gulbarga,Rice,Coarse,FAQ,01-08-2023,3150,4100,3600
Karnataka,Gulbarga,Gulbarga,Rice,Fine,FAQ,01-08-2023,4200,5200,4800
Karnataka,Gulbarga,Gulbarga,Safflower,Safflower,FAQ,01-08-2023,3500,4200,3900
Karnataka,Gulbarga,Gulbarga,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01-08-2023,10500,14000,12000
Karnataka,Gulbarga,Gulbarga,Soyabean,Soyabeen,FAQ,01-08-2023,4000,4700,4400
Karnataka,Gulbarga,Gulbarga,Tomato,Tomato,FAQ,01-08-2023,2000,8500,5250
Karnataka,Hassan,Arasikere,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,01-08-2023,11300,11300,11300
Karnataka,Hassan,Arasikere,Copra,Copra,FAQ,01-08-2023,8300,9250,8761
Karnataka,Hassan,Arasikere,Wheat,Local,FAQ,01-08-2023,3325,3325,3325
Karnataka,Haveri,Byadagi,Dry Chillies,Dabbi,FAQ,01-08-2023,3829,67550,40169
Karnataka,Haveri,Byadagi,Dry Chillies,Guntur,FAQ,01-08-2023,1709,18809,16509
Karnataka,Haveri,Byadagi,Dry Chillies,Kaddi,FAQ,01-08-2023,2709,54509,32509
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Bilegotu,FAQ,01-08-2023,32609,36399,35269
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Chali,FAQ,01-08-2023,38619,43009,42899
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Cqca,FAQ,01-08-2023,30800,35589,34709
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Kempugotu,FAQ,01-08-2023,33019,35869,34989
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Rashi,FAQ,01-08-2023,49109,51809,51569
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Tattibettee,FAQ,01-08-2023,39919,50769,46109
Karnataka,Karwar(Uttar Kannad),Siddapur,Black pepper,Malabar,FAQ,01-08-2023,55469,58109,56469
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Bette,FAQ,01-08-2023,43699,47609,45518
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Bilegotu,FAQ,01-08-2023,27180,37899,35292
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Chali,FAQ,01-08-2023,38508,44001,42515
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Kempugotu,FAQ,01-08-2023,30099,37989,35487
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Rashi,FAQ,01-08-2023,47799,52500,50948
Karnataka,Karwar(Uttar Kannad),Sirsi,Black pepper,Malabar,FAQ,01-08-2023,50099,61176,56793
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),api,FAQ,01-08-2023,56899,63395,60099
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Bilegotu,FAQ,01-08-2023,26899,37611,35212
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Chali,FAQ,01-08-2023,37719,43329,42333
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Cqca,FAQ,01-08-2023,23212,35299,31899
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Kempugotu,FAQ,01-08-2023,30689,38666,35869
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Rashi,FAQ,01-08-2023,49239,55219,52399
Karnataka,Karwar(Uttar Kannad),Yellapur,Arecanut(Betelnut/Supari),Tattibettee,FAQ,01-08-2023,38725,47666,44899
Karnataka,Karwar(Uttar Kannad),Yellapur,Black pepper,Other,FAQ,01-08-2023,46969,59555,57840
Karnataka,Kolar,Bangarpet,Beans,Beans (Whole),FAQ,01-08-2023,3500,8000,5700
Karnataka,Kolar,Bangarpet,Beetroot,Beetroot,FAQ,01-08-2023,800,1300,1000
Karnataka,Kolar,Bangarpet,Bitter gourd,Bitter Gourd,FAQ,01-08-2023,2000,3000,2500
Karnataka,Kolar,Bangarpet,Bottle gourd,Bottle Gourd,FAQ,01-08-2023,1000,1500,1200
Karnataka,Kolar,Bangarpet,Brinjal,Brinjal,FAQ,01-08-2023,800,1800,1300
Karnataka,Kolar,Bangarpet,Carrot,Carrot,FAQ,01-08-2023,1300,3000,2100
Karnataka,Kolar,Bangarpet,Chilly Capsicum,Chilly Capsicum,FAQ,01-08-2023,2000,4500,3200
Karnataka,Kolar,Bangarpet,Cucumbar(Kheera),Cucumbar,FAQ,01-08-2023,400,600,500
Karnataka,Kolar,Bangarpet,Green Chilli,Green Chilly,FAQ,01-08-2023,2000,5500,3700
Karnataka,Kolar,Bangarpet,Knool Khol,Knool Khol,FAQ,01-08-2023,800,1300,1000
Karnataka,Kolar,Bangarpet,Paddy(Dhan)(Common),Paddy Medium,FAQ,01-08-2023,2200,2600,2400
